"Threat name: GandCrab.exe 
Threat ID: 1305271162696709733 
Mitigation name: remediate 
Mitigation Status: success"
Timestamp (UTC),Path,Registry Key,Status
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\5B16AE47D2E84D69BAE0F8268AAE8967\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.222+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Protect\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.222+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Protect\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.222+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Network\Connections\Pbk\_hiddenPbk\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.222+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Network\Connections\Pbk\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.222+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Network\Connections\Pbk\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.238+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Network\Connections\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.238+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Network\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.238+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Internet Explorer\UserData\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\516050936123457483DB88F8FE1B335B\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.238+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Internet Explorer\UserData\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.238+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\202731A574D349F684F68FCA278C2338\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.253+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.253+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\ImplicitAppShortcuts\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Internet Explorer\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Crypto\RSA\S-1-5-21-4957925-3045688564-945866353-1195\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Credentials\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Crypto\RSA\S-1-5-21-4957925-3045688564-945866353-1195\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\516050936123457483DB88F8FE1B335B\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Crypto\RSA\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Crypto\Keys\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Crypto\Keys\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\Credentials\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Microsoft\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Adobe\Flash Player\NativeCache\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Adobe\Flash Player\NativeCache\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Adobe\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\Adobe\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\AppData\Roaming\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\3D Objects\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\3D Objects\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Users\ClarkeC\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\A32D5D82D96A4AAD9393CFCC0FC8D5DA\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.269+00:00,\Device\HarddiskVolume2\Samples\Setup Info\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.285+00:00,\Device\HarddiskVolume2\Samples\Setup Info\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.285+00:00,\Device\HarddiskVolume2\Samples\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\Samples\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$Recycle.Bin\S-1-5-21-4957925-3045688564-945866353-1195\$RWOLJ6U.exe\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$Recycle.Bin\S-1-5-21-4957925-3045688564-945866353-1195\$RWOLJ6U.exe\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$Recycle.Bin\S-1-5-21-4957925-3045688564-945866353-1195\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$Recycle.Bin\S-1-5-21-4957925-3045688564-945866353-1195\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\E31E3DCE2F2C475294E4108CB5DBEC58\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\E31E3DCE2F2C475294E4108CB5DBEC58\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\DF1FEDA276904DBB9F113BDAE554AB87\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\DF1FEDA276904DBB9F113BDAE554AB87\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\CE6B69F29AC844E389DA441F7C0B3C72\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\CE6B69F29AC844E389DA441F7C0B3C72\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\C692D274E5224A36AB3830D4BFB3D854\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\B1831A19C2D64402B64BD65D43C22AFB\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\C692D274E5224A36AB3830D4BFB3D854\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\A32D5D82D96A4AAD9393CFCC0FC8D5DA\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\99C4576AA0844AC38F309C2D68C795BF\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\99C4576AA0844AC38F309C2D68C795BF\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\99A54D14CE314A86BC41A3452DE002F4\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\99A54D14CE314A86BC41A3452DE002F4\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\65329072372C4831808A63537FF50381\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\65329072372C4831808A63537FF50381\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\5B16AE47D2E84D69BAE0F8268AAE8967\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\4C66D6FA15D1498EA3EE9CF828BEA25B\38885c3238885bd86e.lock,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\202731A574D349F684F68FCA278C2338\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\$77074816EC77462F8BA575BE685B2DB8\KRAB-DECRYPT.txt,,success
2021-12-06 22:22:07.316+00:00,\Device\HarddiskVolume2\ProgramData\1C442DE9.lock,,success
2021-12-06 22:22:07.331+00:00,,\REGISTRY\USER\S-1-5-21-4957925-3045688564-945866353-1195\SOFTWARE\keys_data\data\private,success
2021-12-06 22:22:07.331+00:00,,\REGISTRY\USER\S-1-5-21-4957925-3045688564-945866353-1195\SOFTWARE\keys_data\data\public,success
2021-12-06 22:22:07.331+00:00,,\REGISTRY\USER\S-1-5-21-4957925-3045688564-945866353-1195\SOFTWARE\keys_data\data,success
2021-12-06 22:22:07.331+00:00,,\REGISTRY\USER\S-1-5-21-4957925-3045688564-945866353-1195\SOFTWARE\keys_data,success
